Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R1405,1K,R_0805_2012Metric,88.037,-12.771,180,top
R1406,1K,R_0805_2012Metric,87.656,-22.169,0,top
R1407,1K,R_0805_2012Metric,105.238,-16.429,180,top
R1408,1K,R_0805_2012Metric,105.238,-22.525,180,top
R1409,1K,R_0805_2012Metric,101.753,-31.44,0,top
R1410,1K,R_0805_2012Metric,98.324,-31.44,0,top
R1411,1K,R_0805_2012Metric,94.895,-31.44,0,top
R1412,1K,R_0805_2012Metric,91.466,-31.44,0,top
R1413,1K,R_0805_2012Metric,104.547,-30.17,270,top
R1414,1K,R_0805_2012Metric,87.91,-31.44,180,top
R1415,1K,R_0805_2012Metric,101.118,-23.795,180,top
R1416,1K,R_0805_2012Metric,105.238,-26.97,180,top
R1501,1K,R_0805_2012Metric,91.511,-100.482,180,top
R1502,1K,R_0805_2012Metric,94.94,-100.482,180,top
R1503,1K,R_0805_2012Metric,98.369,-100.482,180,top
R1504,1K,R_0805_2012Metric,101.798,-100.482,180,top
R1505,1K,R_0805_2012Metric,88.082,-100.482,180,top
R1506,1K,R_0805_2012Metric,87.701,-109.88,0,top
R1507,1K,R_0805_2012Metric,105.283,-104.14,180,top
R1508,1K,R_0805_2012Metric,105.283,-110.236,180,top
R1509,1K,R_0805_2012Metric,101.798,-119.151,0,top
R1510,1K,R_0805_2012Metric,98.369,-119.151,0,top
R1511,1K,R_0805_2012Metric,94.94,-119.151,0,top
R1512,1K,R_0805_2012Metric,91.511,-119.151,0,top
R1513,1K,R_0805_2012Metric,104.592,-117.881,270,top
R1514,1K,R_0805_2012Metric,87.955,-119.151,180,top
R1515,1K,R_0805_2012Metric,101.163,-111.506,180,top
R1516,1K,R_0805_2012Metric,105.283,-114.681,180,top
R1601,1K,R_0805_2012Metric,91.384,-74.815,180,top
R1602,1K,R_0805_2012Metric,94.813,-74.815,180,top
R1603,1K,R_0805_2012Metric,98.242,-74.815,180,top
R1604,1K,R_0805_2012Metric,101.671,-74.815,180,top
R1605,1K,R_0805_2012Metric,87.955,-74.815,180,top
R1606,1K,R_0805_2012Metric,87.574,-84.213,0,top
R1607,1K,R_0805_2012Metric,105.156,-78.473,180,top
R1608,1K,R_0805_2012Metric,105.156,-84.569,180,top
R1609,1K,R_0805_2012Metric,101.671,-93.484,0,top
R1610,1K,R_0805_2012Metric,98.242,-93.484,0,top
R1611,1K,R_0805_2012Metric,94.813,-93.484,0,top
R1612,1K,R_0805_2012Metric,91.384,-93.484,0,top
R1613,1K,R_0805_2012Metric,104.465,-92.214,270,top
R1614,1K,R_0805_2012Metric,87.828,-93.484,180,top
R1615,1K,R_0805_2012Metric,101.036,-85.839,180,top
R1616,1K,R_0805_2012Metric,105.156,-89.014,180,top
R1701,0R,R_0805_2012Metric,172.72,-131.826,90,top
R1702,0R,R_0805_2012Metric,173.99,-128.016,90,top
R1703,0R,R_0805_2012Metric,170.18,-131.826,90,top
R1704,0R,R_0805_2012Metric,171.45,-128.016,90,top
R1705,0R,R_0805_2012Metric,167.64,-131.826,90,top
R1706,0R,R_0805_2012Metric,168.91,-128.016,90,top
R1707,0R,R_0805_2012Metric,165.1,-131.826,90,top
R1708,0R,R_0805_2012Metric,166.37,-128.016,90,top
R1709,0R,R_0805_2012Metric,162.56,-131.826,90,top
R1710,0R,R_0805_2012Metric,163.83,-128.016,90,top
R1711,0R,R_0805_2012Metric,160.02,-131.826,90,top
R1712,0R,R_0805_2012Metric,161.29,-128.016,90,top
R1713,0R,R_0805_2012Metric,157.48,-131.826,90,top
R1714,0R,R_0805_2012Metric,158.75,-128.016,90,top
R1715,0R,R_0805_2012Metric,154.94,-131.826,90,top
R1716,0R,R_0805_2012Metric,156.21,-128.016,90,top
R1717,0R,R_0805_2012Metric,152.4,-131.826,90,top
R1718,0R,R_0805_2012Metric,153.67,-128.016,90,top
R1719,0R,R_0805_2012Metric,149.86,-131.826,90,top
R1720,0R,R_0805_2012Metric,151.13,-128.016,90,top
R1721,0R,R_0805_2012Metric,147.32,-131.826,90,top
R1722,0R,R_0805_2012Metric,148.59,-128.016,90,top
R1723,0R,R_0805_2012Metric,144.78,-131.826,90,top
R1724,0R,R_0805_2012Metric,146.05,-128.016,90,top
R1725,0R,R_0805_2012Metric,142.24,-131.826,90,top
R1726,0R,R_0805_2012Metric,143.51,-128.016,90,top
R1801,1K,R_0805_2012Metric,139.7,-101.092,270,top
R1802,1K,R_0805_2012Metric,149.86,-105.918,90,top
R1803,1K,R_0805_2012Metric,139.7,-105.918,90,top
R1804,1K,R_0805_2012Metric,149.86,-101.092,270,top
R1901,1K,R_0805_2012Metric,139.7,-113.792,270,top
R1902,1K,R_0805_2012Metric,149.86,-118.618,90,top
R1903,1K,R_0805_2012Metric,139.7,-118.618,90,top
R1904,1K,R_0805_2012Metric,149.86,-113.792,270,top
R2001,1K,R_0805_2012Metric,139.7,-88.392,270,top
R2002,1K,R_0805_2012Metric,149.86,-93.218,90,top
R2003,1K,R_0805_2012Metric,139.7,-93.218,90,top
R2004,1K,R_0805_2012Metric,149.86,-88.392,270,top
R2101,1K,R_0805_2012Metric,163.83,-88.392,270,top
R2102,1K,R_0805_2012Metric,173.99,-93.218,90,top
R2103,1K,R_0805_2012Metric,163.83,-93.218,90,top
R2104,1K,R_0805_2012Metric,173.99,-88.392,270,top
R2201,1K,R_0805_2012Metric,163.83,-101.092,270,top
R2202,1K,R_0805_2012Metric,173.99,-105.918,90,top
R2203,1K,R_0805_2012Metric,163.83,-105.918,90,top
R2204,1K,R_0805_2012Metric,173.99,-101.092,270,top
R2301,1K,R_0805_2012Metric,163.83,-113.792,270,top
R2302,1K,R_0805_2012Metric,173.99,-118.618,90,top
R2303,1K,R_0805_2012Metric,163.83,-118.618,90,top
R2304,1K,R_0805_2012Metric,173.99,-113.792,270,top
R3101,0R,R_0805_2012Metric,223.266,-128.524,270,top
R3102,10K,R_0805_2012Metric,219.202,-128.524,90,top
R3103,10K,R_0805_2012Metric,219.202,-132.588,270,top
R3104,10K,R_0805_2012Metric,216.916,-125.222,0,top
R3105,10K,R_0805_2012Metric,213.106,-125.222,0,top
U101,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,186.436,-117.602,0,top
U102,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,122.428,-72.136,0,top
U103,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,186.436,-89.408,0,top
U104,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,122.174,-88.646,0,top
U105,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,186.436,-103.632,0,top
U106,74HC4051,SOP-16_4.4x10.4mm_P1.27mm,124.206,-53.34,0,top
U107,74HC595,SOP-16_4.4x10.4mm_P1.27mm,153.924,-17.78,270,top
U108,74HC595,SOP-16_4.4x10.4mm_P1.27mm,139.192,-17.78,270,top
U109,74HC595,SOP-16_4.4x10.4mm_P1.27mm,124.46,-17.78,270,top
U110,LM324,SOIC-14_3.9x8.7mm_P1.27mm,165.862,-43.688,0,top
U111,LM324,SOIC-14_3.9x8.7mm_P1.27mm,165.862,-63.754,0,top
U201,LM324,SOIC-14_3.9x8.7mm_P1.27mm,216.789,-106.68,90,top
U202,TL431,SOT-23,223.774,-100.33,0,top
U203,TL431,SOT-23,217.932,-112.522,0,top
U204,TL431,SOT-23,219.71,-94.996,0,top
U501,TS1851ILT,SOT-23-5_HandSoldering,14.478,-44.323,0,top
U502,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),21.717,-47.879,0,top
U503,TS1851ILT,SOT-23-5_HandSoldering,14.478,-51.308,0,top
U601,TS1851ILT,SOT-23-5_HandSoldering,14.583,-18.644,0,top
U602,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),21.822,-22.2,0,top
U603,TS1851ILT,SOT-23-5_HandSoldering,14.583,-25.629,0,top
U701,TS1851ILT,SOT-23-5_HandSoldering,14.454,-106.296,0,top
U702,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),21.693,-109.852,0,top
U703,TS1851ILT,SOT-23-5_HandSoldering,14.454,-113.281,0,top
U801,TS1851ILT,SOT-23-5_HandSoldering,14.454,-80.552,0,top
U802,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),21.693,-84.108,0,top
U803,TS1851ILT,SOT-23-5_HandSoldering,14.454,-87.537,0,top
U901,TS1851ILT,SOT-23-5_HandSoldering,50.953,-43.939,0,top
U902,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),58.192,-47.495,0,top
U903,TS1851ILT,SOT-23-5_HandSoldering,50.953,-50.924,0,top
U1001,TS1851ILT,SOT-23-5_HandSoldering,50.903,-18.74,0,top
U1002,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),58.142,-22.296,0,top
U1003,TS1851ILT,SOT-23-5_HandSoldering,50.903,-25.725,0,top
U1101,TS1851ILT,SOT-23-5_HandSoldering,51.08,-106.333,0,top
U1102,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),58.319,-109.889,0,top
U1103,TS1851ILT,SOT-23-5_HandSoldering,51.08,-113.318,0,top
U1201,TS1851ILT,SOT-23-5_HandSoldering,51.003,-80.642,0,top
U1202,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),58.242,-84.198,0,top
U1203,TS1851ILT,SOT-23-5_HandSoldering,51.003,-87.627,0,top
U1301,TS1851ILT,SOT-23-5_HandSoldering,87.733,-43.923,0,top
U1302,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),94.972,-47.479,0,top
U1303,TS1851ILT,SOT-23-5_HandSoldering,87.733,-50.908,0,top
U1401,TS1851ILT,SOT-23-5_HandSoldering,87.656,-18.613,0,top
U1402,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),94.895,-22.169,0,top
U1403,TS1851ILT,SOT-23-5_HandSoldering,87.656,-25.598,0,top
U1501,TS1851ILT,SOT-23-5_HandSoldering,87.701,-106.324,0,top
U1502,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),94.94,-109.88,0,top
U1503,TS1851ILT,SOT-23-5_HandSoldering,87.701,-113.309,0,top
U1601,TS1851ILT,SOT-23-5_HandSoldering,87.574,-80.657,0,top
U1602,TLP290-4,SOIC-16_4.55x10.3mm_P1.27mm(TLP290-4),94.813,-84.213,0,top
U1603,TS1851ILT,SOT-23-5_HandSoldering,87.574,-87.642,0,top
U1801,LM324,SOIC-14_3.9x8.7mm_P1.27mm,144.78,-103.505,0,top
U1901,LM324,SOIC-14_3.9x8.7mm_P1.27mm,144.78,-116.205,0,top
U2001,LM324,SOIC-14_3.9x8.7mm_P1.27mm,144.78,-90.805,0,top
U2101,LM324,SOIC-14_3.9x8.7mm_P1.27mm,168.91,-90.805,0,top
U2201,LM324,SOIC-14_3.9x8.7mm_P1.27mm,168.91,-103.505,0,top
U2301,LM324,SOIC-14_3.9x8.7mm_P1.27mm,168.91,-116.205,0,top
U3101,LM324,SOIC-14_3.9x8.7mm_P1.27mm,213.106,-130.556,90,top
